request_type,request_query,date,maxtempC,mintempC,avgtempC,uvIndex,windspeedKmph,winddirDegree,weatherDes_value,precipMM,humidity,visibility,pressure,cloudcover,HeatIndexC,DewPointC,WindChillC,WindGustKmph,FeelsLikeC,Weather
,,7/24/2010,30,24,28,6,8,250,Moderate or heavy rain shower,4.4,89,6,1006,55,30,24,26,12,30,yes
,,7/25/2010,25,24,25,5,8,285,Moderate rain at times,8.6,94,7,1006,62,27,23,24,12,27,yes
,,7/26/2010,29,23,27,6,7,287,Moderate or heavy rain shower,9.3,91,6,1005,78,30,24,26,10,30,yes
,,7/27/2010,30,24,28,6,7,186,Moderate or heavy rain shower,6.2,92,8,1006,67,31,25,27,11,31,yes
,,7/28/2010,30,25,28,6,7,174,Moderate or heavy rain shower,8.4,91,9,1009,53,31,25,27,11,31,yes
,,7/29/2010,33,24,30,6,6,211,Light rain shower,1.9,81,9,1009,63,33,24,28,8,33,yes
,,7/30/2010,33,25,30,6,6,248,Moderate or heavy rain shower,7.5,83,9,1009,41,33,25,28,9,33,yes
,,7/31/2010,33,25,29,6,6,226,Moderate or heavy rain shower,10,89,7,1008,53,32,25,27,9,32,yes
,,8/1/2010,30,25,27,6,6,215,Torrential rain shower,16.7,93,6,1009,78,31,25,26,9,31,yes
,,8/2/2010,30,24,27,6,7,213,Light rain shower,3.2,90,8,1009,63,31,25,26,10,31,yes
,,8/3/2010,32,24,29,6,6,241,Patchy rain possible,2.2,83,8,1008,31,32,24,28,10,32,maybe
,,8/4/2010,33,25,30,6,9,260,Patchy rain possible,1.7,80,9,1007,21,33,24,28,13,33,maybe
,,8/5/2010,33,25,30,7,9,289,Partly cloudy,0,76,10,1007,31,32,23,28,12,32,no
,,8/6/2010,33,25,30,6,9,285,Patchy rain possible,2,78,9,1008,36,32,24,28,13,32,maybe
,,8/7/2010,33,25,29,6,10,250,Moderate or heavy rain shower,5.1,80,9,1006,48,31,24,28,14,31,yes
,,8/8/2010,31,24,29,6,10,250,Moderate or heavy rain shower,12.6,82,9,1005,50,31,24,27,15,31,yes
,,8/9/2010,31,24,29,6,10,237,Light rain shower,3.7,81,10,1005,44,32,24,28,15,32,yes
,,8/10/2010,32,25,28,6,10,225,Moderate or heavy rain shower,17.1,84,9,1006,57,31,24,27,16,31,yes
,,8/11/2010,30,24,28,6,7,209,Light rain shower,6,88,8,1008,58,31,24,27,10,31,yes
,,8/12/2010,35,24,30,7,4,184,Moderate or heavy rain shower,5.3,84,7,1009,39,34,25,28,6,34,yes
,,8/13/2010,33,25,30,7,4,240,Patchy light rain with thunder,13.1,84,7,1008,37,34,25,29,6,34,yes
,,8/14/2010,32,26,30,6,4,197,Moderate or heavy rain shower,15.9,85,9,1008,36,34,26,28,6,34,yes
,,8/15/2010,34,26,31,7,4,142,Moderate or heavy rain shower,8,83,9,1009,25,35,25,29,6,35,yes
,,8/16/2010,35,25,31,7,5,147,Moderate or heavy rain shower,9.8,83,8,1009,32,35,25,29,7,35,yes
,,8/17/2010,35,26,31,7,5,148,Moderate or heavy rain shower,16.8,83,8,1008,25,35,26,29,8,35,yes
,,8/18/2010,34,25,31,7,6,117,Patchy rain possible,3.4,82,9,1008,21,34,25,29,9,34,maybe
,,8/19/2010,33,25,30,6,5,100,Moderate or heavy rain shower,12.1,84,9,1009,40,33,25,28,8,33,yes
,,8/20/2010,31,25,29,6,5,168,Moderate or heavy rain shower,9.5,86,9,1009,52,32,25,28,7,32,yes
,,8/21/2010,32,24,29,6,6,219,Light rain shower,2.8,85,8,1008,56,32,25,27,8,32,yes
,,8/22/2010,31,25,28,6,8,258,Moderate or heavy rain shower,12.6,88,8,1007,64,32,25,27,11,32,yes
,,8/23/2010,30,24,28,6,8,246,Light rain shower,5.2,90,8,1006,58,31,25,26,12,31,yes
,,8/24/2010,30,24,28,6,9,190,Moderate or heavy rain shower,3.9,87,8,1008,35,31,24,27,14,31,yes
,,8/25/2010,33,25,30,6,7,188,Patchy rain possible,2.4,84,9,1010,22,34,25,28,10,34,maybe
,,8/26/2010,32,25,30,6,5,240,Moderate or heavy rain shower,5.7,84,8,1010,38,34,25,28,8,34,yes
,,8/27/2010,33,25,29,6,8,249,Moderate or heavy rain shower,6.4,86,8,1008,52,33,25,28,13,33,yes
,,8/28/2010,31,25,29,6,8,260,Light rain shower,7.3,88,9,1008,67,32,25,27,11,32,yes
,,8/29/2010,29,25,27,6,7,249,Light rain shower,4.4,91,7,1009,61,30,25,26,11,30,yes
,,8/30/2010,32,24,28,6,8,259,Light rain shower,5,87,9,1008,41,31,24,27,12,31,yes
,,8/31/2010,33,24,29,6,7,258,Moderate or heavy rain shower,6.2,84,7,1007,25,32,24,28,11,32,yes
,,9/1/2010,33,25,29,6,8,240,Moderate or heavy rain shower,12,86,6,1006,40,33,25,28,12,33,yes
,,9/2/2010,33,25,29,6,8,220,Light rain shower,7.2,85,9,1007,36,33,25,28,13,33,yes
,,9/3/2010,33,25,29,6,7,234,Moderate or heavy rain shower,23.4,87,8,1007,49,33,25,28,12,33,yes
,,9/4/2010,31,25,28,6,7,247,Moderate or heavy rain shower,16.1,88,9,1008,54,32,25,27,10,32,yes
,,9/5/2010,31,24,29,6,8,258,Light rain shower,6.4,85,9,1008,54,32,24,27,12,32,yes
,,9/6/2010,34,25,30,6,6,208,Patchy rain possible,3.4,84,9,1008,36,33,25,28,9,33,maybe
,,9/7/2010,33,25,29,6,7,177,Moderate or heavy rain shower,6.3,85,8,1008,37,33,25,28,9,33,yes
,,9/8/2010,33,25,30,6,7,187,Patchy rain possible,3.2,84,9,1009,30,33,25,28,10,33,maybe
,,9/9/2010,33,25,30,6,5,218,Moderate or heavy rain shower,5.1,83,8,1010,25,33,25,28,8,33,yes
,,9/10/2010,33,25,30,6,7,213,Patchy light rain with thunder,2.4,84,8,1008,29,33,25,28,10,33,yes
,,9/11/2010,32,25,29,6,5,265,Light rain shower,2.1,84,9,1009,47,32,25,28,8,32,yes
,,9/12/2010,33,25,30,6,3,230,Moderate or heavy rain shower,6.7,83,8,1010,37,34,25,28,4,34,yes
,,9/13/2010,34,25,30,7,4,158,Moderate or heavy rain shower,7.8,81,9,1009,35,34,25,29,6,34,yes
,,9/14/2010,34,25,30,7,4,181,Moderate or heavy rain shower,10.7,82,8,1008,41,34,25,28,7,34,yes
,,9/15/2010,35,25,30,7,4,169,Torrential rain shower,13.4,83,8,1008,46,34,25,28,6,34,yes
,,9/16/2010,33,25,29,6,4,99,Patchy light rain with thunder,13,86,8,1008,49,33,25,28,6,33,yes
,,9/17/2010,31,25,29,6,5,149,Moderate or heavy rain shower,15.6,86,9,1007,45,33,25,28,7,33,yes
,,9/18/2010,32,25,29,6,5,148,Moderate or heavy rain shower,17.9,85,8,1008,43,33,25,28,8,33,yes
,,9/19/2010,32,25,30,6,5,140,Moderate or heavy rain shower,11.5,86,7,1008,25,33,25,28,8,33,yes
,,9/20/2010,32,24,29,6,6,204,Light rain shower,8.2,85,9,1008,53,33,25,28,9,33,yes
,,9/21/2010,34,25,30,7,5,207,Moderate or heavy rain shower,9.9,83,8,1008,60,34,25,29,8,34,yes
,,9/22/2010,33,25,30,7,7,164,Patchy light rain with thunder,6.6,85,7,1009,31,34,25,28,10,34,yes
,,9/23/2010,35,24,31,7,6,134,Moderate or heavy rain shower,6.4,81,7,1009,29,34,25,29,9,34,yes
,,9/24/2010,35,25,31,7,4,121,Torrential rain shower,20.8,83,7,1009,20,35,26,29,7,35,yes
,,9/25/2010,33,26,30,6,5,139,Moderate or heavy rain shower,13.2,83,9,1009,33,34,25,28,7,34,yes
,,9/26/2010,32,25,29,6,7,118,Moderate or heavy rain shower,6.6,82,9,1010,29,33,25,28,10,33,yes
,,9/27/2010,33,25,30,6,6,118,Moderate or heavy rain shower,10.3,82,9,1010,28,33,25,28,9,33,yes
,,9/28/2010,35,25,30,7,3,115,Torrential rain shower,17.5,84,6,1009,31,34,25,29,5,34,yes
,,9/29/2010,32,25,29,6,5,248,Patchy light rain with thunder,7.3,86,9,1009,51,33,25,28,7,33,yes
,,9/30/2010,32,25,29,6,5,219,Light rain shower,2.9,87,10,1007,54,32,25,28,8,32,yes
,,10/1/2010,32,25,29,6,4,170,Moderate or heavy rain shower,14.2,86,8,1006,60,32,25,28,6,32,yes
,,10/2/2010,32,25,29,6,4,255,Torrential rain shower,18.9,87,7,1005,76,33,25,27,6,33,yes
,,10/3/2010,31,25,29,6,6,239,Torrential rain shower,22.4,89,7,1005,67,33,25,27,9,33,yes
,,10/4/2010,31,24,28,6,6,194,Moderate or heavy rain shower,16,90,6,1007,65,31,25,27,9,31,yes
,,10/5/2010,32,24,29,6,5,202,Moderate or heavy rain shower,7.7,88,6,1008,67,32,25,27,8,32,yes
,,10/6/2010,34,25,30,6,4,174,Patchy light rain with thunder,8,86,7,1009,58,34,26,28,6,34,yes
,,10/7/2010,31,25,29,6,5,317,Moderate or heavy rain shower,13.2,88,9,1009,45,33,25,28,8,33,yes
,,10/8/2010,32,25,30,6,6,180,Patchy light rain,7.2,85,9,1009,35,33,25,28,9,33,yes
,,10/9/2010,31,25,29,6,5,261,Moderate or heavy rain shower,12.4,88,8,1008,44,33,25,28,8,33,yes
,,10/10/2010,30,25,28,6,5,262,Moderate or heavy rain shower,54.5,93,7,1007,68,31,25,27,8,31,yes
,,10/11/2010,28,24,26,6,7,272,Light rain shower,133.3,96,6,1007,91,29,25,26,11,29,yes
,,10/12/2010,30,24,27,6,6,249,Torrential rain shower,78.8,94,6,1008,75,30,25,26,10,30,yes
,,10/13/2010,29,24,27,6,5,244,Patchy light rain,7,93,6,1008,67,30,25,26,8,30,yes
,,10/14/2010,28,24,26,6,6,255,Fog,1.3,93,7,1006,63,29,24,25,9,29,no
,,10/15/2010,29,23,27,6,9,230,Light rain shower,2.3,92,6,1006,79,29,24,26,14,29,yes
,,10/16/2010,30,24,28,6,10,216,Light rain shower,0.6,87,7,1007,48,31,24,27,15,31,yes
,,10/17/2010,31,24,28,6,7,203,Light rain shower,2.4,89,7,1008,47,31,25,27,10,31,yes
,,10/18/2010,33,23,29,6,5,239,Patchy rain possible,1.8,86,7,1009,43,32,24,27,9,32,maybe
,,10/19/2010,31,24,28,6,6,280,Patchy rain possible,0.6,85,8,1009,27,31,24,27,10,31,maybe
,,10/20/2010,31,24,28,6,6,302,Moderate or heavy rain shower,8.8,89,8,1008,59,32,25,27,10,32,yes
,,10/21/2010,31,24,28,6,6,289,Moderate or heavy rain shower,9.3,90,9,1006,59,32,25,27,9,32,yes
,,10/22/2010,31,23,28,7,7,293,Partly cloudy,0.5,80,10,1007,42,29,22,26,10,29,no
,,10/23/2010,32,23,29,7,4,269,Partly cloudy,0.1,79,10,1007,33,31,23,27,6,31,no
,,10/24/2010,34,24,31,8,4,106,Sunny,0.6,81,8,1007,16,33,24,28,7,33,no
,,10/25/2010,32,24,29,6,6,122,Moderate or heavy rain shower,12.4,86,7,1008,40,32,25,27,10,32,yes
,,10/26/2010,32,25,29,6,4,130,Patchy light rain with thunder,42.7,87,8,1009,47,33,25,28,6,33,yes
,,10/27/2010,32,25,29,6,5,188,Patchy rain possible,0.9,86,9,1010,33,32,25,27,9,32,maybe
,,10/28/2010,31,24,28,6,4,222,Moderate or heavy rain shower,13.3,90,8,1009,64,31,25,27,7,31,yes
,,10/29/2010,32,23,28,6,9,123,Patchy rain possible,5.1,83,9,1010,19,30,23,26,13,30,maybe
,,10/30/2010,22,21,21,5,14,266,Heavy rain,54.2,94,8,1010,67,24,20,21,22,21,yes
,,10/31/2010,26,21,24,5,9,181,Moderate rain at times,22.9,96,7,1009,52,25,22,23,14,25,yes
,,11/1/2010,29,22,26,6,5,106,Light rain shower,4.7,92,8,1007,59,29,23,25,9,29,yes
,,11/2/2010,30,23,28,6,5,54,Light rain shower,1.7,88,7,1008,54,30,24,26,8,30,yes
,,11/3/2010,31,24,27,6,7,138,Torrential rain shower,18.6,91,6,1009,57,30,24,26,12,30,yes
,,11/4/2010,29,22,26,6,10,215,Mist,0.6,87,7,1009,49,28,22,25,15,28,no
,,11/5/2010,30,22,27,6,5,278,Moderate or heavy rain shower,5.3,86,9,1009,45,29,23,25,8,29,yes
,,11/6/2010,30,23,27,6,6,275,Moderate or heavy rain shower,10.4,88,9,1009,54,30,24,26,9,30,yes
,,11/7/2010,31,23,28,6,3,259,Patchy light rain with thunder,11.4,89,8,1009,58,31,25,27,5,31,yes
,,11/8/2010,29,24,27,6,6,104,Light rain shower,11.3,93,8,1010,59,30,25,26,10,30,yes
,,11/9/2010,31,24,28,6,5,114,Moderate or heavy rain shower,19.3,92,9,1011,54,31,25,26,8,31,yes
,,11/10/2010,31,23,28,6,5,332,Light rain shower,6.4,89,8,1011,54,31,25,26,9,31,yes
,,11/11/2010,31,23,27,6,7,316,Light rain shower,6.1,88,10,1010,53,30,24,26,10,30,yes
,,11/12/2010,31,22,28,6,8,238,Light rain shower,3.6,85,9,1007,33,30,23,26,13,30,yes
,,11/13/2010,31,23,28,6,6,242,Patchy rain possible,7.6,85,8,1008,30,31,24,27,9,31,maybe
,,11/14/2010,32,24,29,6,7,110,Torrential rain shower,29.3,87,7,1011,44,32,25,27,11,32,yes
,,11/15/2010,33,24,29,6,6,108,Moderate or heavy rain shower,11.9,86,8,1011,28,32,24,27,9,32,yes
,,11/16/2010,32,24,29,6,3,237,Moderate or heavy rain shower,10.7,87,8,1009,34,32,25,27,5,32,yes
,,11/17/2010,31,24,28,6,4,231,Patchy light rain with thunder,8.5,88,7,1009,46,32,25,27,6,32,yes
,,11/18/2010,31,24,28,6,4,215,Moderate or heavy rain shower,9.2,89,6,1010,44,31,24,27,6,31,yes
,,11/19/2010,30,23,27,6,5,116,Torrential rain shower,20.2,90,6,1009,50,30,24,26,8,30,yes
,,11/20/2010,31,22,28,6,4,127,Light rain shower,3.5,88,9,1008,44,30,24,26,6,30,yes
,,11/21/2010,31,24,28,6,4,219,Torrential rain shower,20.9,88,7,1007,41,31,24,27,7,31,yes
,,11/22/2010,30,23,28,6,3,185,Torrential rain shower,25.7,90,7,1007,49,31,25,26,5,31,yes
,,11/23/2010,31,24,28,6,3,97,Moderate or heavy rain shower,23.8,90,8,1008,47,31,25,27,5,31,yes
,,11/24/2010,31,25,28,6,4,247,Light rain shower,4.1,88,9,1009,46,32,25,27,6,32,yes
,,11/25/2010,33,24,29,7,5,221,Partly cloudy,0.2,86,8,1009,12,32,25,27,7,32,no
,,11/26/2010,30,23,27,6,5,125,Moderate or heavy rain shower,5.3,88,8,1009,52,29,23,26,7,29,yes
,,11/27/2010,30,23,27,6,4,160,Mist,0.7,88,7,1008,36,30,24,26,7,30,no
,,11/28/2010,32,24,28,6,4,106,Moderate or heavy rain shower,10.7,86,8,1009,47,31,24,27,6,31,yes
,,11/29/2010,33,24,29,6,5,141,Moderate or heavy rain shower,11.4,87,7,1008,38,32,25,27,8,32,yes
,,11/30/2010,32,24,28,6,4,65,Light rain shower,2.7,84,9,1008,46,31,24,27,7,31,yes
,,12/1/2010,31,24,28,6,4,69,Light rain shower,1.2,84,10,1007,32,31,24,27,6,31,yes
,,12/2/2010,31,24,28,6,4,139,Cloudy,0.2,83,10,1008,38,31,23,27,6,31,no
,,12/3/2010,31,24,28,6,6,190,Patchy rain possible,1.1,82,10,1008,34,30,23,27,9,30,maybe
,,12/4/2010,32,23,28,6,6,30,Patchy rain possible,0.5,81,10,1007,23,30,23,27,9,30,maybe
,,12/5/2010,31,23,28,6,8,109,Light rain shower,2.3,82,10,1007,48,30,23,27,13,30,yes
,,12/6/2010,31,24,28,6,4,69,Patchy light drizzle,0.8,83,9,1007,42,31,24,27,7,31,yes
,,12/7/2010,33,24,29,6,6,70,Light rain shower,3.3,82,10,1009,19,31,24,27,11,31,yes
,,12/8/2010,33,23,28,6,6,122,Patchy rain possible,0.8,79,10,1009,10,30,22,27,10,30,maybe
,,12/9/2010,31,23,27,6,5,148,Light rain shower,1,81,10,1009,44,29,22,26,8,29,yes
,,12/10/2010,30,23,28,7,4,226,Partly cloudy,0,79,10,1009,33,29,22,26,6,29,no
,,12/11/2010,32,23,28,7,5,171,Partly cloudy,0,81,9,1008,18,30,23,27,8,30,no
,,12/12/2010,32,22,29,7,4,195,Partly cloudy,0,82,8,1006,44,30,23,27,7,30,no
,,12/13/2010,33,24,29,6,4,207,Light rain shower,4.6,82,9,1007,51,32,24,27,7,32,yes
,,12/14/2010,30,24,28,6,7,128,Moderate or heavy rain shower,12.2,88,8,1008,53,31,24,27,11,31,yes
,,12/15/2010,31,23,28,6,9,126,Mist,0.1,85,7,1008,39,30,23,27,13,30,no
,,12/16/2010,33,23,29,6,5,115,Patchy rain possible,2.9,83,8,1008,22,31,24,27,8,31,maybe
,,12/17/2010,29,22,26,6,7,170,Patchy rain possible,1.6,81,10,1009,27,28,22,25,10,28,maybe
,,12/18/2010,31,22,26,6,5,105,Cloudy,0.2,78,10,1010,45,27,21,25,7,27,no
,,12/19/2010,31,22,27,7,5,198,Partly cloudy,0,77,10,1011,27,29,22,26,7,29,no
,,12/20/2010,32,23,29,7,3,192,Partly cloudy,0,76,10,1010,17,30,22,27,4,30,no
,,12/21/2010,32,23,29,6,4,205,Light rain shower,3,79,10,1008,38,31,23,27,6,31,yes
,,12/22/2010,31,24,28,6,4,129,Light rain shower,1.1,81,10,1007,52,30,23,27,6,30,yes
,,12/23/2010,31,24,28,6,5,149,Moderate or heavy rain shower,5.6,80,9,1009,33,29,22,26,8,29,yes
,,12/24/2010,32,23,29,7,5,195,Partly cloudy,0.5,80,9,1008,28,30,23,27,8,30,no
,,12/25/2010,32,22,28,7,4,214,Partly cloudy,0,79,8,1008,13,30,22,27,7,30,no
,,12/26/2010,32,22,28,7,4,129,Sunny,0.2,77,9,1009,7,30,22,27,6,30,no
,,12/27/2010,31,22,27,6,5,107,Patchy rain possible,0.4,74,10,1009,35,28,21,26,7,28,maybe
,,12/28/2010,31,22,27,7,5,131,Partly cloudy,0,73,10,1009,42,28,20,26,7,28,no
,,12/29/2010,32,23,29,7,3,114,Partly cloudy,0.1,73,10,1009,33,30,22,27,4,30,no
,,12/30/2010,32,24,29,6,3,234,Light rain shower,3.4,75,10,1009,38,31,22,27,5,31,yes
,,12/31/2010,31,23,27,6,4,135,Cloudy,0.7,80,10,1009,49,29,22,26,7,29,no
,,1/1/2011,29,23,27,6,4,184,Overcast,0.2,81,10,1008,42,28,22,26,6,28,no
,,1/2/2011,33,23,29,7,3,103,Sunny,0.1,74,10,1009,12,30,22,27,5,30,no
,,1/3/2011,33,23,29,6,4,148,Overcast,0.1,73,10,1009,51,30,22,27,6,30,no
,,1/4/2011,28,24,26,6,4,123,Light rain shower,2.8,83,10,1009,58,28,22,26,6,28,yes
,,1/5/2011,32,24,29,6,6,86,Light rain shower,2.5,74,10,1009,53,30,22,27,9,30,yes
,,1/6/2011,33,23,29,6,7,51,Light rain shower,3.2,74,10,1009,26,30,22,27,11,30,yes
,,1/7/2011,29,21,26,6,6,77,Cloudy,0.5,75,10,1010,39,27,20,25,9,27,no
,,1/8/2011,32,22,28,7,5,94,Partly cloudy,0,72,10,1010,23,29,20,26,7,29,no
,,1/9/2011,32,23,28,7,4,183,Partly cloudy,0,72,10,1009,26,29,21,26,5,29,no
,,1/10/2011,32,22,28,7,5,252,Partly cloudy,0,70,10,1009,24,28,20,26,7,28,no
,,1/11/2011,32,22,28,7,4,195,Partly cloudy,0,73,10,1008,17,29,21,26,6,29,no
,,1/12/2011,32,23,28,6,4,163,Patchy rain possible,0.4,75,10,1008,24,29,21,27,6,29,maybe
,,1/13/2011,32,22,28,6,3,213,Patchy rain possible,1.4,76,9,1009,26,29,21,26,5,29,maybe
,,1/14/2011,32,23,29,7,4,207,Partly cloudy,0.3,74,10,1010,25,29,21,27,6,29,no
,,1/15/2011,33,23,28,7,5,116,Sunny,0,71,10,1011,16,28,20,26,7,28,no
,,1/16/2011,31,22,27,7,4,132,Partly cloudy,0.3,71,10,1011,37,27,19,25,6,27,no
,,1/17/2011,32,20,27,7,4,128,Sunny,0,67,10,1012,7,27,18,25,6,27,no
,,1/18/2011,33,22,29,7,4,266,Sunny,0,67,10,1011,5,29,19,27,6,29,no
,,1/19/2011,33,21,29,7,5,184,Sunny,0,64,10,1009,17,29,19,27,7,29,no
,,1/20/2011,34,23,29,7,6,165,Partly cloudy,0,67,10,1009,37,29,20,27,8,29,no
,,1/21/2011,33,23,29,6,4,237,Moderate or heavy rain shower,7.7,74,9,1010,44,30,22,27,6,30,yes
,,1/22/2011,34,23,29,6,5,148,Moderate or heavy rain shower,6.6,75,9,1010,40,31,22,27,7,31,yes
,,1/23/2011,33,24,29,6,3,106,Moderate or heavy rain shower,11.8,76,9,1011,52,31,23,28,5,31,yes
,,1/24/2011,31,23,28,6,4,108,Light rain shower,1.8,75,10,1011,48,29,21,26,7,29,yes
,,1/25/2011,33,23,29,6,6,39,Patchy rain possible,0.6,67,10,1011,45,29,20,27,9,29,maybe
,,1/26/2011,34,23,29,6,8,54,Patchy rain possible,1.4,66,10,1012,30,30,20,27,12,30,maybe
,,1/27/2011,34,23,29,6,7,85,Patchy rain possible,3.9,72,10,1012,22,30,21,27,11,30,maybe
,,1/28/2011,34,23,29,7,6,54,Partly cloudy,3.8,69,10,1011,32,30,21,27,9,30,no
,,1/29/2011,34,22,29,7,7,86,Partly cloudy,1.5,62,10,1011,23,29,18,27,11,29,no
,,1/30/2011,34,22,29,7,6,117,Partly cloudy,0,62,10,1012,17,29,18,27,9,29,no
,,1/31/2011,34,22,29,7,6,112,Partly cloudy,0,64,10,1012,15,29,19,27,9,29,no
,,2/1/2011,35,23,30,7,6,79,Sunny,0,64,10,1011,13,30,19,27,9,30,no
,,2/2/2011,34,23,29,7,6,160,Partly cloudy,0,65,10,1011,34,29,19,27,8,29,no
,,2/3/2011,34,23,29,7,5,229,Partly cloudy,0,65,10,1012,27,29,19,27,7,29,no
,,2/4/2011,34,23,29,7,7,135,Partly cloudy,0,66,10,1011,18,29,19,27,10,29,no
,,2/5/2011,34,22,29,7,6,164,Partly cloudy,0,67,10,1011,15,29,19,27,7,29,no
,,2/6/2011,34,23,29,7,6,201,Sunny,0,65,10,1010,4,29,19,27,7,29,no
,,2/7/2011,34,22,30,7,5,162,Sunny,0,65,10,1009,4,29,19,27,8,29,no
,,2/8/2011,36,21,30,7,5,170,Sunny,0,63,10,1007,8,29,18,27,8,29,no
,,2/9/2011,36,22,29,7,8,156,Sunny,0,63,10,1007,7,29,18,27,10,29,no
,,2/10/2011,35,21,29,7,9,139,Sunny,0,63,10,1008,13,28,18,27,12,28,no
,,2/11/2011,36,22,29,7,9,135,Partly cloudy,0,68,10,1009,22,29,20,27,12,29,no
,,2/12/2011,35,23,30,7,9,128,Partly cloudy,0,68,10,1009,25,30,20,28,11,30,no
,,2/13/2011,35,23,30,7,7,106,Partly cloudy,0.7,68,10,1009,28,30,20,27,10,30,no
,,2/14/2011,36,23,30,8,10,109,Partly cloudy,0.2,65,10,1009,23,30,20,28,13,30,no
,,2/15/2011,37,24,31,7,8,107,Patchy rain possible,0.5,59,10,1010,18,30,19,29,11,30,maybe
,,2/16/2011,36,24,31,8,9,133,Partly cloudy,0.2,65,10,1011,23,31,20,28,12,31,no
,,2/17/2011,37,24,31,7,7,127,Patchy rain possible,0.4,67,10,1011,24,31,21,29,9,31,maybe
,,2/18/2011,37,24,31,8,10,132,Partly cloudy,0,65,10,1010,29,31,20,28,13,31,no
,,2/19/2011,36,24,31,7,6,114,Light rain shower,3.2,69,10,1011,37,31,21,28,9,31,yes
,,2/20/2011,35,24,30,7,6,110,Light rain shower,3.7,70,9,1011,36,31,21,28,9,31,yes
,,2/21/2011,34,24,29,6,7,126,Patchy rain possible,1.6,68,10,1011,34,30,21,27,9,30,maybe
,,2/22/2011,31,24,28,6,8,98,Cloudy,0.2,70,10,1011,28,29,20,27,12,29,no
,,2/23/2011,36,23,30,8,9,113,Partly cloudy,0.1,64,10,1011,25,30,20,28,13,30,no
,,2/24/2011,36,23,30,8,8,101,Partly cloudy,0,61,10,1010,17,30,19,28,11,30,no
,,2/25/2011,36,24,31,8,9,123,Partly cloudy,0,64,10,1009,16,31,20,28,12,31,no
,,2/26/2011,37,24,31,8,11,124,Partly cloudy,0,62,10,1009,11,31,20,29,13,31,no
,,2/27/2011,34,24,30,7,10,115,Patchy rain possible,0.2,62,10,1011,39,31,20,29,14,31,maybe
,,2/28/2011,36,24,30,8,7,149,Partly cloudy,0.1,65,10,1009,43,31,21,29,9,31,no
,,3/1/2011,36,23,30,8,7,168,Partly cloudy,0.5,69,10,1009,33,30,21,28,10,30,no
,,3/2/2011,34,24,30,7,6,156,Light rain shower,1.3,68,10,1010,39,30,21,28,8,30,yes
,,3/3/2011,34,24,30,8,10,131,Partly cloudy,0,63,10,1010,31,31,20,29,14,31,no
,,3/4/2011,34,24,30,7,10,132,Patchy rain possible,0.3,62,10,1010,44,31,20,29,13,31,maybe
,,3/5/2011,34,24,30,6,10,139,Moderate rain at times,0.7,63,10,1011,53,31,21,29,13,31,yes
,,3/6/2011,35,24,31,7,11,130,Patchy rain possible,0.5,63,10,1011,33,32,21,29,14,32,maybe
,,3/7/2011,36,25,31,8,12,128,Partly cloudy,0.1,66,10,1010,36,32,21,29,16,32,no
,,3/8/2011,36,25,31,7,10,116,Patchy rain possible,0.8,67,10,1009,27,32,21,29,14,32,maybe
,,3/9/2011,36,25,31,7,9,112,Patchy rain possible,1.2,64,9,1010,29,32,21,29,12,32,maybe
,,3/10/2011,36,25,31,7,7,85,Light rain shower,4.8,64,10,1010,31,32,21,29,10,32,yes
,,3/11/2011,37,25,32,7,9,88,Patchy rain possible,2.3,62,10,1009,19,32,21,29,13,32,maybe
,,3/12/2011,37,25,32,8,8,104,Partly cloudy,0.7,58,10,1010,17,32,19,30,11,32,no
,,3/13/2011,34,25,30,8,10,123,Sunny,0,58,10,1009,12,30,19,29,13,30,no
,,3/14/2011,38,24,32,8,10,120,Sunny,0,60,10,1008,10,31,20,29,13,31,no
,,3/15/2011,37,25,31,7,9,118,Patchy rain possible,0.4,65,10,1008,26,32,21,29,12,32,maybe
,,3/16/2011,37,24,32,8,5,87,Partly cloudy,1.9,62,10,1008,38,32,21,29,7,32,no
,,3/17/2011,34,25,31,7,8,80,Moderate or heavy rain shower,8.2,63,9,1009,43,31,21,29,12,31,yes
,,3/18/2011,37,25,31,7,7,87,Moderate or heavy rain shower,6.5,68,9,1009,51,32,22,29,10,32,yes
,,3/19/2011,35,25,31,7,8,101,Moderate or heavy rain shower,8.3,68,9,1008,43,32,22,29,12,32,yes
,,3/20/2011,37,25,31,7,8,122,Moderate or heavy rain shower,11.1,70,9,1008,31,33,22,29,13,33,yes
,,3/21/2011,35,25,30,7,8,120,Torrential rain shower,25,75,8,1009,49,32,23,28,11,32,yes
,,3/22/2011,35,24,31,7,9,123,Patchy rain possible,1,72,10,1009,24,32,22,29,13,32,maybe
,,3/23/2011,30,26,29,6,6,112,Light rain shower,4.3,75,9,1010,41,31,23,28,9,31,yes
,,3/24/2011,32,25,29,6,9,65,Light rain shower,0.6,73,10,1010,45,30,22,27,12,30,yes
,,3/25/2011,29,24,27,6,7,46,Light rain shower,3.8,77,9,1010,69,28,21,26,10,28,yes
,,3/26/2011,34,23,30,6,7,59,Patchy rain possible,3.6,67,10,1010,47,30,21,28,10,30,maybe
,,3/27/2011,30,24,28,6,8,44,Patchy rain possible,0.7,70,10,1010,63,29,20,27,11,29,maybe
,,3/28/2011,35,23,30,7,6,84,Light rain shower,0.6,62,10,1009,48,30,19,28,9,30,yes
,,3/29/2011,36,23,30,6,8,26,Light rain shower,1.8,63,9,1009,52,30,19,28,12,30,yes
